TP1: Wiretapping
sniff timeout = 1800 segs

----------Paquetes ARP capturados----------
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.104, at mac ac:f7:f3:5c:64:b9
Who has? ip 169.254.165.116, tell ip 0.0.0.0, at mac 74:e2:8c:02:2a:78
Packet has no attribute type
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.104, at mac ac:f7:f3:5c:64:b9
Who has? ip 10.2.203.254, tell ip 10.2.203.104, at mac ac:f7:f3:5c:64:b9
Who has? ip 169.254.165.116, tell ip 0.0.0.0, at mac 74:e2:8c:02:2a:78
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.115, at mac 68:a8:6d:78:d0:be
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.115, at mac 68:a8:6d:78:d0:be
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.104, at mac ac:f7:f3:5c:64:b9
Who has? ip 169.254.165.116, tell ip 169.254.165.116, at mac 74:e2:8c:02:2a:78
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.104, at mac ac:f7:f3:5c:64:b9
Who has? ip 10.2.203.254, tell ip 10.2.203.104, at mac ac:f7:f3:5c:64:b9
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.104, at mac ac:f7:f3:5c:64:b9
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Packet has no attribute type
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.104, at mac ac:f7:f3:5c:64:b9
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.203.254, tell ip 10.2.202.255, at mac f8:e0:79:ad:52:67
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.203.254, tell ip 10.2.202.255, at mac f8:e0:79:ad:52:67
Who has? ip 10.2.203.254, tell ip 10.2.202.53, at mac 78:3a:84:0b:18:f7
Who has? ip 10.2.7.254, tell ip 10.2.7.55, at mac cc:c3:ea:18:0e:64
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.255, at mac f8:e0:79:ad:52:67
Who has? ip 10.2.203.254, tell ip 10.2.202.255, at mac f8:e0:79:ad:52:67
Who has? ip 10.2.7.254, tell ip 10.2.7.55, at mac cc:c3:ea:18:0e:64
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.255, at mac f8:e0:79:ad:52:67
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.7.254, tell ip 10.2.7.55, at mac cc:c3:ea:18:0e:64
The ip 10.2.7.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.7.55, at mac cc:c3:ea:18:0e:64
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.255, at mac f8:e0:79:ad:52:67
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.53, at mac 78:3a:84:0b:18:f7
The ip 10.2.7.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.7.55, at mac cc:c3:ea:18:0e:64
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.203.254, tell ip 10.2.203.28, at mac f8:cf:c5:87:e8:15
The ip 10.2.7.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.7.55, at mac cc:c3:ea:18:0e:64
Who has? ip 10.2.203.254, tell ip 10.2.203.28, at mac f8:cf:c5:87:e8:15
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.97, at mac f8:f1:b6:cd:19:be
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.28, at mac f8:cf:c5:87:e8:15
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.201.159, at mac 28:ba:b5:f9:01:96
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.97, at mac f8:f1:b6:cd:19:be
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.28, at mac f8:cf:c5:87:e8:15
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.97, at mac f8:f1:b6:cd:19:be
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.201.159, at mac 28:ba:b5:f9:01:96
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.28, at mac f8:cf:c5:87:e8:15
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.201.159, at mac 28:ba:b5:f9:01:96
Who has? ip 10.2.203.254, tell ip 10.2.203.28, at mac f8:cf:c5:87:e8:15
Who has? ip 10.2.203.254, tell ip 10.2.203.9, at mac e4:12:1d:74:76:bb
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.28, at mac f8:cf:c5:87:e8:15
Who has? ip 10.2.203.254, tell ip 10.2.203.9, at mac e4:12:1d:74:76:bb
Who has? ip 10.2.203.254, tell ip 10.2.203.28, at mac f8:cf:c5:87:e8:15
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.9, at mac e4:12:1d:74:76:bb
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.203.254, tell ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.2.203.254, tell ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.2.203.254, tell ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.203.254, tell ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 192.168.1.1, tell ip 192.168.1.106, at mac b8:c7:5d:91:bc:19
Who has? ip 10.255.255.254, tell ip 10.200.1.237, at mac b8:c7:5d:91:bc:19
Who has? ip 10.2.203.254, tell ip 10.2.202.255, at mac f8:e0:79:ad:52:67
Who has? ip 10.2.203.254, tell ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 192.168.1.1, tell ip 192.168.1.106, at mac b8:c7:5d:91:bc:19
Who has? ip 10.255.255.254, tell ip 10.200.1.237, at mac b8:c7:5d:91:bc:19
Who has? ip 10.255.255.254, tell ip 10.200.1.237, at mac b8:c7:5d:91:bc:19
Who has? ip 10.255.255.254, tell ip 10.200.1.237, at mac b8:c7:5d:91:bc:19
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.2.203.254, tell ip 10.2.202.255, at mac f8:e0:79:ad:52:67
Packet has no attribute type
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.255, at mac f8:e0:79:ad:52:67
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.2.203.254, tell ip 10.2.202.255, at mac f8:e0:79:ad:52:67
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.255, at mac f8:e0:79:ad:52:67
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.203.254, tell ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.255.255.254, tell ip 10.200.1.237, at mac b8:c7:5d:91:bc:19
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.255, at mac f8:e0:79:ad:52:67
Who has? ip 10.2.203.254, tell ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.203.254, tell ip 10.2.202.255, at mac f8:e0:79:ad:52:67
Who has? ip 10.2.203.254, tell ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.2.203.254, tell ip 10.2.202.255, at mac f8:e0:79:ad:52:67
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.203.254, tell ip 10.2.202.255, at mac f8:e0:79:ad:52:67
Who has? ip 192.168.1.1, tell ip 192.168.1.106, at mac b8:c7:5d:91:bc:19
Who has? ip 10.255.255.254, tell ip 10.200.1.237, at mac b8:c7:5d:91:bc:19
Who has? ip 10.2.203.254, tell ip 10.2.200.154, at mac e0:75:7d:66:be:8e
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.255, at mac f8:e0:79:ad:52:67
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.203.254, tell ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.2.203.254, tell ip 10.2.200.154, at mac e0:75:7d:66:be:8e
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.255, at mac f8:e0:79:ad:52:67
Who has? ip 10.2.203.254, tell ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.203.254, tell ip 10.2.200.154, at mac e0:75:7d:66:be:8e
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.255, at mac f8:e0:79:ad:52:67
Who has? ip 10.2.203.254, tell ip 10.2.202.255, at mac f8:e0:79:ad:52:67
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.203.254, tell ip 10.2.202.204, at mac e4:90:7e:bd:ae:29
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.154, at mac e0:75:7d:66:be:8e
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.154, at mac e0:75:7d:66:be:8e
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.154, at mac e0:75:7d:66:be:8e
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.255, at mac f8:e0:79:ad:52:67
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.204, at mac e4:90:7e:bd:ae:29
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.2.203.254, tell ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.2.203.254, tell ip 10.2.202.204, at mac e4:90:7e:bd:ae:29
Packet has no attribute type
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.255, at mac f8:e0:79:ad:52:67
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.125, at mac ac:22:0b:4a:a5:3c
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.204, at mac e4:90:7e:bd:ae:29
Who has? ip 10.2.203.254, tell ip 10.2.202.204, at mac e4:90:7e:bd:ae:29
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.255, at mac f8:e0:79:ad:52:67
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.204, at mac e4:90:7e:bd:ae:29
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.125, at mac ac:22:0b:4a:a5:3c
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.125, at mac ac:22:0b:4a:a5:3c
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.2.203.254, tell ip 10.2.202.204, at mac e4:90:7e:bd:ae:29
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.204, at mac e4:90:7e:bd:ae:29
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.204, at mac e4:90:7e:bd:ae:29
Who has? ip 10.2.203.254, tell ip 10.2.202.204, at mac e4:90:7e:bd:ae:29
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.204, at mac e4:90:7e:bd:ae:29
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.125, at mac ac:22:0b:4a:a5:3c
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.204, at mac e4:90:7e:bd:ae:29
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.125, at mac ac:22:0b:4a:a5:3c
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.125, at mac ac:22:0b:4a:a5:3c
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.125, at mac ac:22:0b:4a:a5:3c
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.125, at mac ac:22:0b:4a:a5:3c
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.125, at mac ac:22:0b:4a:a5:3c
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.201.156, at mac cc:c3:ea:da:ef:e3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.201.156, at mac cc:c3:ea:da:ef:e3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.201.156, at mac cc:c3:ea:da:ef:e3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.201.156, at mac cc:c3:ea:da:ef:e3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.201.156, at mac cc:c3:ea:da:ef:e3
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.201.156, at mac cc:c3:ea:da:ef:e3
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.203.254, tell ip 10.2.203.12, at mac 34:bb:26:e6:b0:2b
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.203.254, tell ip 10.2.203.12, at mac 34:bb:26:e6:b0:2b
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.12, at mac 34:bb:26:e6:b0:2b
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.12, at mac 34:bb:26:e6:b0:2b
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.237, at mac 88:9b:39:26:4f:ed
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.237, at mac 88:9b:39:26:4f:ed
Who has? ip 10.2.203.254, tell ip 10.2.203.9, at mac e4:12:1d:74:76:bb
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.9, at mac e4:12:1d:74:76:bb
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.237, at mac 88:9b:39:26:4f:ed
Who has? ip 10.2.203.254, tell ip 10.2.203.9, at mac e4:12:1d:74:76:bb
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.203.254, tell ip 10.2.203.9, at mac e4:12:1d:74:76:bb
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.203.254, tell ip 10.2.203.9, at mac e4:12:1d:74:76:bb
Packet has no attribute type
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.203.254, tell ip 10.2.203.9, at mac e4:12:1d:74:76:bb
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.9, at mac e4:12:1d:74:76:bb
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.9, at mac e4:12:1d:74:76:bb
Who has? ip 10.2.203.254, tell ip 10.2.202.228, at mac 60:be:b5:42:a3:0b
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.207, at mac 24:4b:81:fa:ac:72
Who has? ip 10.2.203.254, tell ip 10.2.202.228, at mac 60:be:b5:42:a3:0b
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.228, at mac 60:be:b5:42:a3:0b
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.207, at mac 24:4b:81:fa:ac:72
Who has? ip 10.2.203.254, tell ip 10.2.202.228, at mac 60:be:b5:42:a3:0b
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.228, at mac 60:be:b5:42:a3:0b
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.228, at mac 60:be:b5:42:a3:0b
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.203.115, at mac 68:a8:6d:78:d0:be
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.203.254, tell ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.2.203.254, tell ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.2.203.254, tell ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.203.254, tell ip 10.2.202.53, at mac 78:3a:84:0b:18:f7
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.200.171, at mac cc:c3:ea:d8:29:95
Who has? ip 169.254.165.116, tell ip 0.0.0.0, at mac 74:e2:8c:02:2a:78
Who has? ip 169.254.165.116, tell ip 0.0.0.0, at mac 74:e2:8c:02:2a:78
Packet has no attribute type
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.53, at mac 78:3a:84:0b:18:f7
Who has? ip 169.254.165.116, tell ip 0.0.0.0, at mac 74:e2:8c:02:2a:78
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 169.254.165.116, tell ip 169.254.165.116, at mac 74:e2:8c:02:2a:78
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.241, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
Who has? ip 10.2.203.254, tell ip 10.2.202.228, at mac 60:be:b5:42:a3:0b
Who has? ip 10.0.0.253, tell ip 10.2.202.69, at mac 34:4d:f7:15:46:d3
The ip 10.2.203.254 is at mac 00:1b:21:7f:6c:fd, telling ip 10.2.202.228, at mac 60:be:b5:42:a3:0b
